date,customer_id,product_id,page_views,purchase_amount
2022-07-03,CUST-54284,PROD-26993,9,36.21
2022-07-19,CUST-15718,PROD-45926,30,465.51
2022-09-12,CUST-33814,PROD-63306,14,489.22
2022-08-18,CUST-25076,PROD-38450,57,358.92
2022-07-22,CUST-61136,PROD-63226,61,228.45
2022-01-16,CUST-24851,PROD-39624,64,17.59
2022-05-16,CUST-47517,PROD-10885,28,290.41
2022-10-04,CUST-16125,PROD-34647,15,97.38
2022-08-14,CUST-63972,PROD-51374,13,113.0
2023-04-27,CUST-49931,PROD-30609,18,381.31
2022-05-23,CUST-99380,PROD-24152,53,462.59
2022-08-03,CUST-13325,PROD-36109,58,130.94
2022-01-25,CUST-87110,PROD-61428,28,140.08
2023-03-03,CUST-61209,PROD-89128,7,352.23
2022-12-13,CUST-59194,PROD-63620,98,272.1
2023-02-14,CUST-13385,PROD-23542,35,234.9
2022-07-01,CUST-26646,PROD-35667,94,261.68
2022-10-12,CUST-80788,PROD-58645,97,309.09
2022-12-04,CUST-33277,PROD-16661,29,407.61
2022-03-11,CUST-74479,PROD-20336,92,399.05
2022-05-20,CUST-30866,PROD-51775,61,81.52
2022-02-27,CUST-22170,PROD-23070,90,234.51
2022-07-10,CUST-23306,PROD-30375,22,320.29
2022-12-21,CUST-86305,PROD-51142,53,425.27
2023-01-28,CUST-98890,PROD-41949,86,317.2
2022-06-03,CUST-10634,PROD-42056,64,109.47
2022-03-04,CUST-35962,PROD-16939,76,455.67
2022-03-16,CUST-16283,PROD-12846,18,452.63
2022-12-07,CUST-29108,PROD-18725,63,288.67
2023-04-29,CUST-20724,PROD-47560,42,183.61
2022-03-06,CUST-66075,PROD-79216,70,229.84
2022-12-13,CUST-99654,PROD-45857,8,160.25
2022-09-09,CUST-81091,PROD-28271,66,308.0
2022-02-03,CUST-57710,PROD-99209,79,164.52
2022-09-04,CUST-42348,PROD-18164,80,72.56
2022-10-24,CUST-53821,PROD-23938,43,2.67
2023-01-14,CUST-66194,PROD-56700,2,159.58
2022-08-08,CUST-75049,PROD-43594,15,166.05
2023-02-23,CUST-52826,PROD-27796,82,1.76
2022-11-12,CUST-50986,PROD-31003,75,416.17
2022-02-07,CUST-19264,PROD-75837,32,421.37
2022-08-20,CUST-22067,PROD-58397,52,103.16
2022-03-03,CUST-68922,PROD-70100,34,70.2
2022-03-11,CUST-41804,PROD-76907,10,459.06
2023-03-23,CUST-61392,PROD-42292,66,137.94
2022-10-02,CUST-36102,PROD-29015,85,336.39
2022-07-31,CUST-74365,PROD-98126,83,29.21
2022-08-07,CUST-44170,PROD-95221,26,263.35
2022-01-26,CUST-59462,PROD-39744,59,1.11
2022-04-04,CUST-25634,PROD-67525,23,111.23
2022-08-25,CUST-40836,PROD-31788,76,30.24
2022-11-01,CUST-71138,PROD-22666,12,157.55
2022-02-16,CUST-49540,PROD-45983,53,177.83
2022-02-17,CUST-12326,PROD-44589,95,48.95
2022-05-11,CUST-78049,PROD-59627,24,396.57
2023-02-03,CUST-43076,PROD-82614,11,38.28
2023-04-06,CUST-64306,PROD-31166,98,250.23
2022-01-06,CUST-90138,PROD-24123,14,9.77
2022-06-16,CUST-62792,PROD-37364,23,58.36
2022-09-16,CUST-89482,PROD-34081,91,119.84
2022-10-16,CUST-38241,PROD-14669,34,100.1
2022-02-14,CUST-68303,PROD-37191,66,292.53
2022-03-19,CUST-83295,PROD-43157,49,419.09
2023-01-25,CUST-22557,PROD-91809,35,379.25
2023-03-18,CUST-74080,PROD-29899,62,417.03
2022-11-25,CUST-46809,PROD-23486,67,48.84
2022-04-03,CUST-55802,PROD-95124,53,216.03
2022-08-04,CUST-46638,PROD-88249,31,233.18
2022-02-28,CUST-22429,PROD-55590,4,295.26
2022-02-09,CUST-19472,PROD-85063,43,163.33
2022-07-18,CUST-27576,PROD-60308,6,397.06
2022-08-11,CUST-39551,PROD-33346,95,261.91
2022-06-02,CUST-45261,PROD-85117,51,415.08
2022-07-25,CUST-77750,PROD-43398,92,325.44
2023-03-31,CUST-24746,PROD-16348,57,332.84
2022-03-07,CUST-19092,PROD-86361,22,443.87
2023-01-06,CUST-76995,PROD-17024,75,242.27
2022-08-01,CUST-50985,PROD-82841,79,468.66
2022-09-08,CUST-37210,PROD-79049,36,112.94
2022-01-13,CUST-38046,PROD-60872,76,233.22
2022-09-19,CUST-93412,PROD-39143,79,330.89
2022-01-31,CUST-63495,PROD-18864,24,154.57
2022-10-15,CUST-99197,PROD-92967,98,403.02
2022-03-07,CUST-98865,PROD-69531,21,139.34
2022-11-05,CUST-19999,PROD-40067,71,59.96
2023-02-12,CUST-53999,PROD-66550,97,86.88
2022-02-09,CUST-71061,PROD-46126,79,215.88
2022-11-07,CUST-72188,PROD-20112,23,22.65
2022-05-28,CUST-11589,PROD-79508,65,27.04
2022-01-21,CUST-72172,PROD-39249,19,163.28
2023-04-10,CUST-78682,PROD-43776,79,400.89
2022-09-05,CUST-33535,PROD-75581,92,180.98
2022-10-01,CUST-58516,PROD-92575,91,140.72
2022-12-05,CUST-71620,PROD-69731,61,456.56
2022-11-03,CUST-29221,PROD-97427,10,161.0
2022-09-16,CUST-93940,PROD-79933,95,82.19
2022-03-21,CUST-71685,PROD-26292,23,462.73
2022-05-24,CUST-96314,PROD-38518,72,370.33
2022-05-30,CUST-55926,PROD-33726,84,196.1
2022-04-10,CUST-31558,PROD-37245,63,366.09
2022-11-21,CUST-84157,PROD-13897,46,119.96
2023-01-30,CUST-44765,PROD-63834,70,451.47
2022-01-17,CUST-50019,PROD-77578,48,391.64
2022-10-25,CUST-35166,PROD-82322,46,5.39
2022-05-19,CUST-31685,PROD-64372,14,440.77
2022-05-27,CUST-29322,PROD-62682,41,19.39
2022-10-28,CUST-81420,PROD-33510,13,148.62
2022-12-10,CUST-86078,PROD-68226,46,216.35
2022-03-18,CUST-74533,PROD-33454,9,355.57
2022-05-13,CUST-47123,PROD-60966,51,300.87
2022-08-14,CUST-31722,PROD-27610,40,375.91
2022-04-24,CUST-20862,PROD-14410,96,377.75
2023-04-16,CUST-35411,PROD-68689,58,19.05
2022-11-14,CUST-11697,PROD-26817,94,317.51
2023-02-22,CUST-54795,PROD-53581,36,231.88
2022-03-24,CUST-14118,PROD-65867,94,1.49
2022-07-01,CUST-88311,PROD-87322,71,254.67
2022-01-05,CUST-26491,PROD-12404,19,165.07
2022-03-14,CUST-23497,PROD-49949,56,131.67
2022-04-27,CUST-61442,PROD-85081,44,155.46
2023-03-18,CUST-65791,PROD-41545,33,472.99
2022-03-21,CUST-23620,PROD-88657,63,165.16
2022-06-13,CUST-11106,PROD-59573,3,236.89
2023-03-08,CUST-50589,PROD-57813,99,317.12
2022-10-30,CUST-11633,PROD-59836,45,347.09
2022-09-07,CUST-70664,PROD-55136,100,446.92
2022-05-04,CUST-70216,PROD-28360,50,214.51
2022-01-10,CUST-38196,PROD-66740,75,71.43
2022-11-06,CUST-35925,PROD-60080,57,286.0
2023-03-01,CUST-30844,PROD-97701,69,33.93
2022-06-27,CUST-59274,PROD-78728,50,100.32
2023-02-10,CUST-97378,PROD-87528,80,10.91
2022-02-04,CUST-54833,PROD-54283,10,105.23
2023-02-23,CUST-64227,PROD-78485,29,439.47
2023-02-03,CUST-46783,PROD-56502,30,293.95
2022-02-09,CUST-56648,PROD-47126,16,151.53
2022-09-18,CUST-56884,PROD-37387,18,413.01
2022-03-08,CUST-18813,PROD-69852,81,137.7
2023-04-09,CUST-36683,PROD-62566,9,423.82
2022-05-03,CUST-89358,PROD-87779,39,431.32
2022-12-24,CUST-41366,PROD-87849,29,41.22
2023-03-14,CUST-49745,PROD-66903,35,333.11
2022-10-05,CUST-45067,PROD-27955,64,275.1
2022-01-10,CUST-17602,PROD-85996,17,384.72
2022-07-10,CUST-33381,PROD-44319,84,4.04
2022-04-20,CUST-23526,PROD-43751,70,39.36
2022-06-22,CUST-97758,PROD-13560,71,42.74
2022-02-10,CUST-44756,PROD-54847,100,224.49
2022-03-29,CUST-33834,PROD-68054,35,398.05
2022-07-21,CUST-82754,PROD-78077,34,346.88
2023-01-15,CUST-43444,PROD-39688,69,394.48
2023-03-29,CUST-47234,PROD-73890,93,387.58
2023-02-11,CUST-91487,PROD-23115,45,225.45
2022-02-10,CUST-45190,PROD-56114,100,367.07
2022-01-29,CUST-12332,PROD-17011,33,270.28
2022-10-04,CUST-25558,PROD-86372,23,275.75
2022-01-18,CUST-42034,PROD-46492,20,3.32
2022-04-20,CUST-23602,PROD-12171,34,169.6
2022-06-10,CUST-27680,PROD-38180,73,241.45
2022-06-07,CUST-99322,PROD-66036,36,38.13
2022-10-30,CUST-34031,PROD-69435,71,318.18
2022-02-11,CUST-20470,PROD-33003,43,79.78
2022-11-02,CUST-99029,PROD-28172,76,258.32
2022-12-15,CUST-76634,PROD-41904,80,336.66
2022-08-19,CUST-41303,PROD-56541,70,124.07
2023-03-14,CUST-74622,PROD-85956,98,340.47
2022-03-19,CUST-18970,PROD-52392,26,76.48
2022-10-22,CUST-21780,PROD-96947,15,271.98
2022-01-27,CUST-48005,PROD-13867,47,475.49
2022-05-19,CUST-14597,PROD-50468,51,485.34
2022-03-03,CUST-76507,PROD-35489,30,398.78
2022-03-26,CUST-22259,PROD-56375,4,55.91
2023-01-07,CUST-73324,PROD-80173,60,286.33
2022-08-16,CUST-99723,PROD-61816,65,387.27
2022-11-14,CUST-71925,PROD-39736,95,77.12
2022-10-22,CUST-68700,PROD-68824,25,316.99
2023-04-05,CUST-80793,PROD-10016,86,207.35
2023-03-11,CUST-53912,PROD-39475,100,114.73
2022-05-21,CUST-15874,PROD-18179,85,74.51
2023-01-17,CUST-34059,PROD-30154,36,443.47
2022-09-21,CUST-14428,PROD-40434,5,480.76
2022-03-07,CUST-51933,PROD-25713,100,75.49
2022-05-05,CUST-15902,PROD-69379,82,149.86
2023-04-08,CUST-22201,PROD-97974,67,315.01
2022-03-12,CUST-95060,PROD-44667,88,115.74
2023-01-23,CUST-47366,PROD-26536,24,249.52
2022-05-03,CUST-79639,PROD-59259,99,486.91
2022-08-26,CUST-73501,PROD-70945,58,193.43
2022-08-07,CUST-61700,PROD-87077,22,130.48
2022-09-13,CUST-92216,PROD-19032,72,326.79
2022-07-07,CUST-97748,PROD-88161,87,68.93
2023-04-16,CUST-57406,PROD-50498,21,398.01
2022-12-15,CUST-64563,PROD-55769,79,375.45
2022-08-28,CUST-91890,PROD-25988,5,4.16
2022-01-08,CUST-44788,PROD-73675,35,305.06
2022-01-19,CUST-32378,PROD-64012,27,55.46
2023-03-28,CUST-53836,PROD-37462,57,372.66
2022-03-16,CUST-55274,PROD-86682,61,8.43
2023-02-06,CUST-75099,PROD-28518,13,485.07
2022-01-06,CUST-68091,PROD-84831,54,192.23
2022-08-27,CUST-23071,PROD-34042,92,409.87
2022-09-21,CUST-38099,PROD-51843,74,309.44
2022-06-22,CUST-60381,PROD-58114,37,267.67
2022-05-13,CUST-70471,PROD-23399,19,18.9
2022-01-28,CUST-76149,PROD-17069,12,105.82
2022-02-01,CUST-43813,PROD-51618,77,435.33
2023-02-19,CUST-42451,PROD-58615,14,432.3
2022-03-05,CUST-32933,PROD-17114,100,264.74
2023-04-05,CUST-55079,PROD-12867,62,195.55
2022-02-01,CUST-79200,PROD-48841,77,31.97
2022-11-13,CUST-11547,PROD-49920,13,347.16
2023-04-07,CUST-92364,PROD-15568,100,124.8
2023-01-23,CUST-62752,PROD-53216,22,138.85
2022-09-11,CUST-18894,PROD-49999,61,346.41
2022-08-30,CUST-30109,PROD-41566,19,252.38
2022-09-17,CUST-28504,PROD-66500,76,494.42
2022-09-26,CUST-47556,PROD-12953,64,164.79
2022-01-25,CUST-46392,PROD-64665,79,341.03
2022-11-25,CUST-96021,PROD-82408,55,314.71
2023-03-29,CUST-43532,PROD-74578,4,103.94
2022-05-30,CUST-83810,PROD-93961,63,157.54
2023-01-07,CUST-76320,PROD-41200,45,187.18
2023-02-02,CUST-32601,PROD-12801,1,170.1
2022-04-25,CUST-93016,PROD-49776,93,105.23
2022-12-29,CUST-43242,PROD-22424,97,98.33
2022-12-18,CUST-47912,PROD-69799,50,309.84
2023-02-05,CUST-63297,PROD-86454,6,294.65
2022-05-27,CUST-99037,PROD-17590,69,233.93
2023-02-22,CUST-25688,PROD-17287,10,77.1
2022-01-18,CUST-78846,PROD-80306,77,169.65
2023-04-21,CUST-81904,PROD-86994,15,92.88
2023-04-17,CUST-86517,PROD-20724,7,283.74
2023-03-03,CUST-78611,PROD-67813,57,187.48
2022-04-28,CUST-68875,PROD-79451,28,378.15
2022-02-12,CUST-69434,PROD-83183,75,77.17
2022-12-15,CUST-68187,PROD-66765,10,306.49
2023-03-04,CUST-53233,PROD-70941,51,4.22
2022-07-14,CUST-86250,PROD-38264,35,320.16
2022-12-26,CUST-11488,PROD-65013,2,214.43
2022-06-24,CUST-86940,PROD-90775,76,495.55
2022-10-03,CUST-27378,PROD-86201,71,354.15
2022-02-15,CUST-41544,PROD-74542,16,313.13
2023-03-27,CUST-55106,PROD-48858,64,96.19
2022-11-14,CUST-48236,PROD-95596,75,454.24
2022-12-16,CUST-14711,PROD-19081,28,280.66
2022-04-24,CUST-96233,PROD-42445,2,398.0
2022-11-09,CUST-41542,PROD-60128,94,356.6
2022-10-09,CUST-22228,PROD-71411,61,393.78
2023-02-20,CUST-17964,PROD-45228,20,378.24
2022-07-30,CUST-45005,PROD-36811,28,399.8
2022-01-19,CUST-89254,PROD-52945,35,346.02
2022-02-04,CUST-86350,PROD-69358,14,272.97
2023-04-15,CUST-93698,PROD-11867,94,70.81
2022-05-27,CUST-66631,PROD-64133,9,277.11
2022-04-06,CUST-11167,PROD-44530,86,210.71
2023-02-24,CUST-22911,PROD-21028,37,391.15
2022-08-17,CUST-31010,PROD-35301,38,348.24
2022-12-25,CUST-53547,PROD-37117,92,104.76
2022-02-04,CUST-54923,PROD-65214,74,84.85
2022-11-28,CUST-15619,PROD-40393,72,264.07
2022-12-14,CUST-99090,PROD-99547,59,430.53
2022-03-26,CUST-23769,PROD-64889,27,318.57
2023-04-22,CUST-77534,PROD-23676,7,377.99
2022-11-04,CUST-11637,PROD-85213,4,306.6
2022-11-17,CUST-50348,PROD-69079,46,200.67
2023-03-12,CUST-58386,PROD-18098,96,495.46
2023-02-17,CUST-73637,PROD-83715,69,108.44
2022-09-03,CUST-44662,PROD-64993,25,223.24
2023-02-04,CUST-57600,PROD-99404,65,365.16
2022-04-09,CUST-22283,PROD-23097,90,489.68
2023-01-31,CUST-40568,PROD-57809,1,348.39
2023-01-23,CUST-78171,PROD-50712,14,426.84
2023-04-05,CUST-21622,PROD-76144,86,167.44
2022-12-12,CUST-71578,PROD-13418,79,372.07
2022-03-14,CUST-86248,PROD-93458,32,416.94
2022-11-27,CUST-67268,PROD-88252,15,219.85
2022-03-23,CUST-27855,PROD-90162,42,152.57
2022-06-26,CUST-25882,PROD-57342,84,437.07
2023-03-01,CUST-50143,PROD-80922,42,95.55
2023-01-14,CUST-46248,PROD-18968,81,276.98
2022-06-30,CUST-67783,PROD-88121,47,71.74
2022-10-18,CUST-80789,PROD-35208,14,464.06
2022-03-23,CUST-55178,PROD-30917,85,256.76
2022-11-25,CUST-84183,PROD-98600,19,4.05
2023-01-11,CUST-82686,PROD-72783,7,436.7
2022-06-05,CUST-17214,PROD-20740,76,152.63
2022-06-01,CUST-15251,PROD-38673,19,408.87
2022-05-22,CUST-28946,PROD-97157,8,177.99
2022-11-18,CUST-40236,PROD-61412,23,105.3
2022-06-30,CUST-66137,PROD-50553,53,260.17
2022-02-13,CUST-92949,PROD-13816,54,380.69
2022-01-18,CUST-10916,PROD-65311,60,27.18
2022-01-31,CUST-94630,PROD-23982,41,39.25
2022-12-22,CUST-39127,PROD-76188,54,171.64
2022-11-14,CUST-77470,PROD-55886,85,58.1
2022-12-01,CUST-46047,PROD-52020,13,15.57
2022-09-13,CUST-29651,PROD-95745,73,270.93
2022-07-24,CUST-64806,PROD-19854,90,168.89
2022-12-16,CUST-66136,PROD-86093,80,15.57
2023-02-05,CUST-38991,PROD-39439,87,362.5
2022-04-15,CUST-25775,PROD-58742,11,137.5
2022-01-26,CUST-46807,PROD-36363,22,240.34
2022-02-08,CUST-53348,PROD-51822,50,118.45
2023-01-22,CUST-44684,PROD-62086,89,275.2
2022-10-12,CUST-55667,PROD-48664,54,440.51
2022-02-11,CUST-46885,PROD-91268,34,250.72
2022-04-05,CUST-76848,PROD-25731,71,344.16
2022-08-06,CUST-88339,PROD-23563,50,494.56
2022-01-22,CUST-55969,PROD-85390,49,23.85
2022-03-07,CUST-67680,PROD-27193,69,383.88
2022-07-29,CUST-33530,PROD-59009,99,6.04
2022-07-15,CUST-30304,PROD-83185,90,144.73
2023-01-19,CUST-36774,PROD-57454,53,219.02
2022-04-23,CUST-39612,PROD-69953,7,372.22
2023-01-16,CUST-60607,PROD-67466,49,94.76
2022-10-15,CUST-81774,PROD-23182,22,237.49
2022-01-13,CUST-29059,PROD-45162,53,186.68
2023-04-01,CUST-37162,PROD-65075,91,197.95
2022-03-10,CUST-84520,PROD-14858,4,282.45
2022-04-10,CUST-63439,PROD-25178,59,298.18
2022-02-16,CUST-42898,PROD-62641,11,430.56
2022-07-23,CUST-93509,PROD-12518,75,42.69
2022-12-13,CUST-10769,PROD-34251,44,183.24
2022-02-26,CUST-93191,PROD-53177,32,158.52
2023-04-10,CUST-89534,PROD-30744,14,10.48
2022-05-05,CUST-42717,PROD-87963,14,234.56
2022-05-14,CUST-73508,PROD-67104,90,384.94
2023-03-07,CUST-52855,PROD-92156,52,44.62
2022-11-09,CUST-29458,PROD-29433,66,8.67
2022-07-15,CUST-54692,PROD-61236,79,111.9
2022-01-01,CUST-82023,PROD-79408,76,280.84
2023-03-24,CUST-73710,PROD-39213,5,349.7
2023-04-21,CUST-29936,PROD-73482,47,368.58
2022-02-03,CUST-82056,PROD-78754,44,379.44
2023-04-28,CUST-95196,PROD-25442,90,97.72
2022-07-11,CUST-43446,PROD-59301,58,48.93
2023-03-15,CUST-91715,PROD-85128,33,163.1
2022-07-10,CUST-98047,PROD-51724,83,370.43
2022-03-15,CUST-39163,PROD-92022,7,422.92
2022-07-13,CUST-45460,PROD-40197,2,494.34
2022-03-24,CUST-82830,PROD-66875,49,241.62
2023-04-15,CUST-73710,PROD-18159,22,339.41
2022-07-25,CUST-74734,PROD-37497,82,459.89
2022-11-20,CUST-82757,PROD-95520,16,143.73
2022-12-02,CUST-74534,PROD-89187,10,493.93
2022-06-01,CUST-51165,PROD-25475,87,390.29
2022-12-18,CUST-52397,PROD-12285,51,382.77
2022-08-19,CUST-82443,PROD-35634,13,68.53
2022-08-29,CUST-91271,PROD-34091,89,13.85
2022-04-28,CUST-49027,PROD-34359,62,433.14
2023-02-09,CUST-99566,PROD-82478,5,68.05
2023-04-08,CUST-65196,PROD-85453,94,79.61
2022-03-29,CUST-10276,PROD-76417,45,57.9
2022-02-26,CUST-57057,PROD-29306,25,56.64
2022-07-03,CUST-24953,PROD-36587,11,144.54
2022-01-27,CUST-16676,PROD-34253,85,139.86
2022-02-21,CUST-57949,PROD-57051,64,488.11
2022-09-18,CUST-90252,PROD-71025,49,265.62
2022-08-11,CUST-82472,PROD-34153,16,185.49
2022-11-01,CUST-77637,PROD-42963,39,284.86
2023-01-26,CUST-60845,PROD-16898,56,117.62
2022-12-30,CUST-44791,PROD-57079,2,222.96
2023-01-13,CUST-69432,PROD-13638,92,140.98
2023-04-14,CUST-14010,PROD-27837,70,123.45
2022-01-09,CUST-84671,PROD-28186,87,443.83
2022-11-12,CUST-11744,PROD-49828,67,150.26
2022-08-25,CUST-32465,PROD-51728,36,305.0
2022-06-01,CUST-44295,PROD-31692,4,54.54
2022-08-17,CUST-68900,PROD-43351,87,486.64
2022-11-08,CUST-65426,PROD-90944,40,351.99
2022-08-14,CUST-52118,PROD-95773,56,394.95
2022-07-08,CUST-88312,PROD-53784,80,137.85
2022-05-09,CUST-17160,PROD-14094,10,418.98
2022-06-04,CUST-69595,PROD-23343,21,192.21
2023-04-09,CUST-33053,PROD-33585,6,465.13
2022-12-08,CUST-34535,PROD-49718,45,346.75
2022-08-21,CUST-80466,PROD-88420,88,202.32
2022-08-24,CUST-36635,PROD-39494,71,170.93
2022-08-22,CUST-82845,PROD-62575,33,293.62
2022-07-16,CUST-26882,PROD-64993,34,42.87
2022-02-21,CUST-26971,PROD-83256,43,215.94
2023-02-15,CUST-95788,PROD-13213,15,42.17
2023-02-15,CUST-33952,PROD-25743,31,162.19
2022-01-26,CUST-58933,PROD-56968,75,43.79
2023-04-03,CUST-53065,PROD-43089,45,473.89
2023-03-02,CUST-23800,PROD-85157,69,58.14
2022-03-19,CUST-12993,PROD-19320,40,333.33
2022-11-06,CUST-50041,PROD-57757,95,482.51
2022-06-02,CUST-14746,PROD-62614,83,296.45
2023-03-24,CUST-18526,PROD-17645,83,493.34
2022-08-23,CUST-88172,PROD-41977,96,25.98
2022-01-02,CUST-93950,PROD-16085,52,421.97
2022-08-09,CUST-32814,PROD-67683,99,156.71
2022-03-18,CUST-18701,PROD-96999,90,456.58
2022-04-20,CUST-37704,PROD-30088,48,276.17
2022-09-29,CUST-55162,PROD-33842,37,298.87
2022-05-18,CUST-85688,PROD-36272,23,161.05
2022-11-17,CUST-17174,PROD-27161,52,162.57
2023-02-21,CUST-58251,PROD-22983,19,204.83
2022-11-26,CUST-85894,PROD-63266,58,238.01
2022-03-24,CUST-36273,PROD-34105,10,286.09
2022-10-04,CUST-45386,PROD-84723,17,164.05
2022-01-28,CUST-15994,PROD-36530,95,56.45
2022-12-31,CUST-68169,PROD-36663,32,73.72
2022-11-19,CUST-66389,PROD-64557,76,105.44
2022-08-25,CUST-88885,PROD-27933,4,134.71
2022-04-09,CUST-80153,PROD-80116,37,163.11
2022-10-27,CUST-47703,PROD-57392,64,12.58
2022-11-15,CUST-95091,PROD-17383,14,10.29
2022-10-22,CUST-68580,PROD-74779,2,450.83
2022-10-04,CUST-82213,PROD-46362,8,292.67
2022-09-24,CUST-92420,PROD-42486,24,37.07
2022-07-03,CUST-17181,PROD-24766,52,352.44
2023-04-28,CUST-42590,PROD-51824,58,488.76
2022-07-07,CUST-41195,PROD-35227,33,77.25
2022-06-07,CUST-40509,PROD-91377,74,173.67
2023-04-23,CUST-45723,PROD-83844,87,436.31
2023-02-24,CUST-15336,PROD-70406,71,480.07
2022-05-02,CUST-44841,PROD-60953,80,277.6
2023-03-10,CUST-85536,PROD-60632,20,100.19
