date,sales_rep_id,customer_id,deal_value,pipeline_stage
2022-02-19,REP-519,CUST-26849,55990.84,Qualification
2022-12-11,REP-894,CUST-22763,11112.44,Closed Won
2022-11-07,REP-329,CUST-57232,98620.4,Closed Won
2022-04-22,REP-206,CUST-10439,37226.19,Closed Won
2022-11-30,REP-715,CUST-46454,39066.13,Qualification
2022-05-23,REP-361,CUST-54999,56938.64,Proposal
2023-01-14,REP-774,CUST-85776,64207.97,Closed Lost
2023-02-03,REP-681,CUST-35111,40096.38,Negotiation
2023-04-23,REP-943,CUST-23624,23789.96,Proposal
2023-02-08,REP-755,CUST-40466,21043.18,Closed Lost
2022-06-30,REP-215,CUST-93354,98482.93,Qualification
2022-09-04,REP-329,CUST-62063,7791.26,Qualification
2023-01-27,REP-575,CUST-91359,10776.36,Prospecting
2022-07-31,REP-185,CUST-21528,39074.2,Prospecting
2022-12-22,REP-326,CUST-60434,52664.91,Closed Won
2022-08-24,REP-639,CUST-75010,6850.02,Prospecting
2022-05-11,REP-608,CUST-43943,11800.89,Qualification
2022-04-29,REP-620,CUST-79437,24633.03,Qualification
2022-06-27,REP-174,CUST-89254,71020.2,Proposal
2022-09-26,REP-369,CUST-92580,34104.66,Negotiation
2023-04-24,REP-296,CUST-23592,72096.05,Prospecting
2022-12-15,REP-512,CUST-57030,56798.12,Qualification
2022-03-06,REP-958,CUST-45081,14950.76,Negotiation
2022-04-18,REP-407,CUST-43453,40997.24,Proposal
2022-01-12,REP-491,CUST-47162,42503.55,Closed Lost
2022-04-09,REP-106,CUST-76695,52071.1,Qualification
2022-08-25,REP-811,CUST-70369,72694.49,Qualification
2022-06-14,REP-566,CUST-39643,65127.3,Proposal
2022-10-20,REP-626,CUST-73358,47456.69,Closed Lost
2022-10-10,REP-388,CUST-79537,5326.32,Closed Lost
2022-06-22,REP-326,CUST-11976,98707.21,Prospecting
2022-09-03,REP-223,CUST-93437,35542.75,Negotiation
2022-08-10,REP-823,CUST-83635,29988.9,Prospecting
2022-09-29,REP-199,CUST-28049,32367.28,Proposal
2022-07-08,REP-481,CUST-29959,5290.14,Qualification
2023-03-03,REP-247,CUST-98202,64755.24,Prospecting
2022-02-22,REP-186,CUST-35858,67319.64,Proposal
2023-01-24,REP-115,CUST-63213,81087.46,Closed Lost
2023-02-22,REP-138,CUST-65152,86743.32,Negotiation
2022-10-28,REP-332,CUST-71210,21622.01,Closed Lost
2022-04-01,REP-292,CUST-15308,80574.25,Prospecting
2023-04-18,REP-565,CUST-66690,70654.91,Closed Lost
2023-01-12,REP-680,CUST-90725,93253.31,Negotiation
2022-01-15,REP-386,CUST-40652,17046.46,Qualification
2022-12-22,REP-253,CUST-42461,21611.85,Closed Won
2023-04-26,REP-589,CUST-54790,49386.87,Qualification
2022-07-25,REP-709,CUST-84115,14618.97,Closed Won
2022-12-27,REP-669,CUST-52217,42469.8,Proposal
2022-05-24,REP-375,CUST-40855,57012.83,Closed Lost
2022-03-12,REP-544,CUST-18671,80988.2,Qualification
2022-05-29,REP-948,CUST-92737,48251.09,Proposal
2022-12-15,REP-257,CUST-50051,55934.49,Closed Won
2023-01-29,REP-752,CUST-11799,81142.31,Prospecting
2022-11-17,REP-664,CUST-89402,67961.88,Closed Won
2022-12-10,REP-999,CUST-17515,76196.62,Closed Lost
2022-01-27,REP-148,CUST-56984,89822.0,Qualification
2022-03-13,REP-144,CUST-53621,55915.34,Negotiation
2022-07-05,REP-168,CUST-70893,11905.44,Closed Won
2022-06-18,REP-439,CUST-54111,3922.89,Closed Lost
2022-02-12,REP-319,CUST-18216,19757.09,Closed Won
2022-03-10,REP-858,CUST-46828,5270.41,Negotiation
2022-11-26,REP-363,CUST-16730,25846.59,Closed Won
2022-07-01,REP-898,CUST-89042,6898.37,Closed Lost
2022-03-22,REP-583,CUST-23427,35208.39,Proposal
2022-01-18,REP-301,CUST-32590,10645.37,Closed Won
2022-02-10,REP-606,CUST-28492,18697.2,Closed Lost
2022-05-21,REP-427,CUST-44941,1665.01,Closed Won
2022-06-14,REP-679,CUST-89720,53409.81,Prospecting
2022-09-07,REP-844,CUST-45333,20783.82,Closed Lost
2022-03-01,REP-129,CUST-45081,15071.42,Closed Lost
2022-11-13,REP-577,CUST-98255,70145.35,Closed Won
2022-07-02,REP-993,CUST-41234,16353.59,Closed Won
2023-02-16,REP-920,CUST-86150,68872.07,Prospecting
2023-03-17,REP-545,CUST-62579,30561.12,Qualification
2022-05-05,REP-523,CUST-27626,63071.44,Closed Won
2022-06-26,REP-887,CUST-16694,80996.78,Qualification
2022-09-13,REP-880,CUST-45123,14377.49,Prospecting
2022-04-07,REP-101,CUST-44897,30115.52,Closed Lost
2022-11-25,REP-729,CUST-74730,44894.18,Proposal
2022-03-28,REP-466,CUST-40161,79022.0,Closed Lost
2022-11-24,REP-771,CUST-73639,33351.44,Closed Lost
2023-02-18,REP-353,CUST-10797,39488.63,Closed Lost
2023-04-25,REP-799,CUST-35568,73936.65,Proposal
2022-04-04,REP-167,CUST-80496,61708.65,Closed Lost
2022-10-23,REP-906,CUST-11908,70371.22,Prospecting
2022-04-07,REP-560,CUST-10543,3220.47,Qualification
2022-10-16,REP-594,CUST-57483,76859.96,Qualification
2023-01-14,REP-417,CUST-93064,67389.66,Prospecting
2023-01-23,REP-665,CUST-13967,7109.3,Closed Lost
2022-02-27,REP-145,CUST-20392,48175.38,Closed Lost
2023-02-02,REP-587,CUST-62013,46650.07,Prospecting
2022-06-26,REP-593,CUST-77660,56461.67,Prospecting
2023-04-11,REP-615,CUST-69085,32053.13,Prospecting
2022-12-22,REP-422,CUST-14706,19305.16,Proposal
2022-01-20,REP-234,CUST-42126,49072.71,Closed Lost
2022-06-11,REP-356,CUST-71230,64232.54,Qualification
2022-11-15,REP-680,CUST-82224,22504.92,Proposal
2023-01-09,REP-956,CUST-31711,62167.44,Prospecting
2022-03-27,REP-988,CUST-15162,39361.63,Prospecting
2022-10-08,REP-444,CUST-32173,89615.15,Prospecting
2023-01-05,REP-349,CUST-73444,51468.81,Negotiation
2022-09-21,REP-158,CUST-46013,14952.18,Prospecting
2022-04-05,REP-531,CUST-74496,89458.62,Qualification
2022-05-08,REP-718,CUST-15765,26853.48,Closed Won
2022-12-03,REP-103,CUST-74341,6481.36,Qualification
2023-02-27,REP-967,CUST-60152,23710.3,Qualification
2022-06-16,REP-194,CUST-98012,71616.4,Negotiation
2023-04-22,REP-510,CUST-89071,18309.45,Closed Won
2022-09-04,REP-549,CUST-88300,54141.09,Prospecting
2023-04-28,REP-148,CUST-76924,9549.18,Closed Lost
2022-05-12,REP-998,CUST-77194,40869.58,Prospecting
2022-12-18,REP-131,CUST-47877,53873.41,Qualification
2023-01-07,REP-996,CUST-26259,12373.72,Negotiation
2022-01-05,REP-703,CUST-22099,14999.97,Qualification
2022-02-21,REP-161,CUST-21042,4476.19,Closed Lost
2022-10-26,REP-652,CUST-44451,18709.46,Negotiation
2022-05-11,REP-657,CUST-46495,56391.91,Closed Won
2022-07-23,REP-536,CUST-40323,66634.89,Prospecting
2022-12-02,REP-698,CUST-58888,40084.04,Closed Won
2023-04-01,REP-300,CUST-94945,26832.75,Qualification
2023-02-25,REP-988,CUST-53007,86584.59,Closed Won
2022-01-19,REP-323,CUST-79372,92905.84,Proposal
2022-12-10,REP-847,CUST-57618,29528.75,Closed Won
2022-01-17,REP-326,CUST-50609,78843.4,Qualification
2022-11-29,REP-767,CUST-34927,35509.43,Qualification
2022-04-04,REP-221,CUST-16451,96023.3,Negotiation
2023-01-06,REP-659,CUST-22893,15352.96,Qualification
2022-02-20,REP-330,CUST-47484,31736.35,Closed Won
2023-01-12,REP-149,CUST-55288,19630.71,Prospecting
2023-04-18,REP-473,CUST-61477,68529.72,Prospecting
2022-06-06,REP-925,CUST-88075,2036.65,Negotiation
2023-02-17,REP-119,CUST-29116,36976.12,Proposal
2022-06-06,REP-156,CUST-36556,88702.88,Prospecting
2022-09-22,REP-914,CUST-92582,62074.15,Closed Lost
2022-09-19,REP-239,CUST-53646,50634.66,Negotiation
2022-09-02,REP-639,CUST-37571,2524.71,Proposal
2022-04-28,REP-926,CUST-27273,74849.38,Negotiation
2022-02-01,REP-701,CUST-15178,21554.92,Closed Won
2022-07-09,REP-833,CUST-21548,77680.68,Proposal
2022-06-05,REP-591,CUST-52007,98860.15,Prospecting
2022-03-12,REP-705,CUST-16408,32706.12,Closed Lost
2022-08-23,REP-112,CUST-47719,58361.52,Closed Won
2022-01-06,REP-962,CUST-95418,44494.67,Negotiation
2023-02-07,REP-207,CUST-41682,91627.81,Proposal
2023-03-25,REP-219,CUST-20972,17687.16,Prospecting
2022-08-25,REP-490,CUST-27035,92943.18,Negotiation
2022-06-09,REP-939,CUST-47181,50381.13,Prospecting
2022-07-12,REP-214,CUST-44911,50781.42,Negotiation
2022-07-23,REP-957,CUST-33797,48687.19,Qualification
2022-01-25,REP-235,CUST-29939,31685.25,Negotiation
2022-04-16,REP-812,CUST-52887,66072.92,Proposal
2022-11-09,REP-237,CUST-76958,76295.45,Closed Won
2023-04-13,REP-289,CUST-81295,72584.99,Closed Lost
2022-05-30,REP-796,CUST-96604,51745.6,Proposal
2022-10-03,REP-770,CUST-77006,38176.86,Prospecting
2023-03-24,REP-689,CUST-91683,30069.44,Prospecting
2022-10-31,REP-238,CUST-89833,10089.26,Closed Won
2023-02-27,REP-398,CUST-99215,40427.91,Prospecting
2022-07-11,REP-440,CUST-88765,30014.74,Prospecting
2022-05-13,REP-283,CUST-34710,15426.64,Negotiation
2022-03-27,REP-291,CUST-68610,77297.38,Negotiation
2023-01-16,REP-476,CUST-42882,8322.99,Proposal
2022-06-15,REP-728,CUST-59738,66342.28,Closed Lost
2023-02-17,REP-860,CUST-21822,77130.09,Qualification
2022-02-11,REP-228,CUST-90979,20305.7,Prospecting
2023-03-29,REP-272,CUST-75901,87177.55,Closed Won
2022-10-01,REP-293,CUST-85941,84299.37,Proposal
2022-10-03,REP-256,CUST-48843,92064.13,Prospecting
2023-04-24,REP-658,CUST-54327,60030.13,Prospecting
2022-07-27,REP-848,CUST-21189,47041.51,Proposal
2022-05-15,REP-795,CUST-71178,30883.78,Prospecting
2022-01-02,REP-382,CUST-15114,89990.93,Closed Won
2022-07-15,REP-463,CUST-54290,53025.67,Qualification
2022-01-17,REP-647,CUST-34408,57535.29,Qualification
2022-03-25,REP-258,CUST-55297,38483.99,Proposal
2023-02-04,REP-638,CUST-43027,99470.33,Closed Won
2022-04-12,REP-468,CUST-10926,1961.17,Qualification
2022-12-20,REP-521,CUST-36625,8242.02,Negotiation
2022-08-28,REP-364,CUST-65734,26205.14,Closed Won
2022-12-26,REP-711,CUST-27468,17954.07,Qualification
2022-07-14,REP-699,CUST-22337,14010.41,Prospecting
2022-05-13,REP-599,CUST-87435,71878.27,Closed Lost
2022-03-04,REP-108,CUST-76229,92864.36,Prospecting
2022-06-03,REP-206,CUST-27909,16503.9,Prospecting
2022-08-14,REP-524,CUST-94191,52785.02,Closed Won
2022-03-28,REP-362,CUST-17703,68358.56,Qualification
2022-10-09,REP-715,CUST-27755,33675.87,Proposal
2022-09-30,REP-292,CUST-99444,5461.13,Proposal
2022-08-13,REP-254,CUST-53752,44501.92,Negotiation
2022-06-09,REP-367,CUST-93074,24317.94,Proposal
2022-11-20,REP-290,CUST-65972,43939.47,Prospecting
2022-05-18,REP-393,CUST-48739,1155.55,Negotiation
2023-03-28,REP-992,CUST-16507,46506.28,Closed Won
2022-08-31,REP-637,CUST-41765,31355.57,Closed Won
2023-04-04,REP-566,CUST-34388,43040.64,Closed Won
2022-02-20,REP-919,CUST-95656,59146.02,Closed Won
2022-08-18,REP-416,CUST-92298,84999.43,Qualification
2022-03-08,REP-502,CUST-54919,63162.7,Negotiation
2022-04-04,REP-959,CUST-63420,94634.54,Closed Won
2022-02-19,REP-895,CUST-35006,55971.83,Qualification
2023-01-19,REP-279,CUST-82074,50000.68,Closed Lost
2023-02-09,REP-295,CUST-59220,85867.98,Prospecting
2022-05-02,REP-516,CUST-52880,98874.99,Prospecting
2022-09-13,REP-131,CUST-45885,73437.91,Closed Won
2022-07-05,REP-612,CUST-25769,51336.47,Prospecting
2022-12-15,REP-662,CUST-49215,75848.34,Closed Won
2022-12-13,REP-830,CUST-83814,65623.0,Prospecting
2023-04-06,REP-758,CUST-89615,58367.26,Closed Won
2022-09-23,REP-911,CUST-16101,13286.81,Qualification
2022-02-17,REP-495,CUST-83916,49721.82,Negotiation
2022-09-04,REP-606,CUST-51456,55402.38,Negotiation
2023-03-18,REP-821,CUST-52073,36034.17,Closed Lost
2022-05-01,REP-604,CUST-52386,10096.56,Prospecting
2022-07-18,REP-138,CUST-64273,73998.79,Qualification
2022-07-06,REP-996,CUST-94874,75637.64,Proposal
2022-10-15,REP-749,CUST-32726,56207.45,Negotiation
2022-11-10,REP-934,CUST-11085,47114.77,Proposal
2022-12-23,REP-110,CUST-78162,56018.16,Negotiation
2023-01-13,REP-596,CUST-61150,9008.77,Qualification
2022-02-09,REP-747,CUST-34186,14933.2,Qualification
2023-03-20,REP-716,CUST-25691,5613.41,Proposal
2023-04-21,REP-567,CUST-61699,46091.98,Prospecting
2023-03-31,REP-493,CUST-42170,28402.17,Proposal
2022-07-28,REP-345,CUST-27256,44379.11,Proposal
2022-02-07,REP-332,CUST-17015,36745.37,Prospecting
2022-07-27,REP-492,CUST-73408,43494.27,Proposal
2023-03-24,REP-736,CUST-66720,53812.53,Closed Won
2022-11-12,REP-944,CUST-97711,33869.76,Closed Won
2022-01-16,REP-365,CUST-80652,88380.95,Prospecting
2022-03-31,REP-455,CUST-60831,94729.32,Negotiation
2022-12-21,REP-261,CUST-57708,95989.31,Proposal
2022-06-07,REP-629,CUST-59535,1061.64,Proposal
2022-06-02,REP-627,CUST-72979,10567.85,Closed Lost
2022-10-11,REP-449,CUST-27164,24230.78,Closed Won
2023-02-22,REP-642,CUST-75621,39555.23,Proposal
2022-07-12,REP-975,CUST-90438,14020.33,Negotiation
2023-04-02,REP-885,CUST-48726,12431.24,Negotiation
2022-12-24,REP-457,CUST-70958,51426.42,Closed Won
2022-10-12,REP-372,CUST-87283,32807.64,Prospecting
2022-09-20,REP-269,CUST-81841,18216.3,Closed Lost
2023-02-03,REP-945,CUST-24032,51193.02,Qualification
2022-09-13,REP-739,CUST-87577,90905.62,Closed Lost
2022-09-09,REP-410,CUST-38974,79633.35,Closed Lost
2023-03-02,REP-196,CUST-62531,58618.88,Proposal
2022-04-02,REP-712,CUST-30601,1945.7,Closed Lost
2022-06-29,REP-772,CUST-26694,2916.29,Prospecting
2022-08-12,REP-333,CUST-87472,60267.41,Prospecting
2023-02-25,REP-644,CUST-41622,74560.36,Closed Won
2022-01-31,REP-189,CUST-52680,72364.65,Qualification
2022-10-02,REP-544,CUST-63353,46782.12,Prospecting
2022-05-18,REP-724,CUST-39920,61998.85,Qualification
2022-07-07,REP-452,CUST-45411,37753.32,Proposal
2022-04-21,REP-993,CUST-61609,97046.74,Negotiation
2022-11-02,REP-413,CUST-42061,49407.74,Closed Lost
2022-03-28,REP-749,CUST-92802,75825.05,Closed Lost
2022-07-26,REP-647,CUST-84418,39742.5,Negotiation
2022-07-24,REP-104,CUST-58086,76891.86,Negotiation
2022-07-19,REP-293,CUST-81704,62142.06,Qualification
2022-04-13,REP-539,CUST-67509,70489.47,Qualification
2022-01-07,REP-289,CUST-29093,79200.01,Proposal
2022-10-18,REP-541,CUST-69216,4166.15,Closed Won
2022-03-03,REP-438,CUST-35894,27107.85,Closed Won
2022-02-03,REP-686,CUST-57852,75409.74,Qualification
2022-01-07,REP-387,CUST-42810,14504.45,Prospecting
2023-01-02,REP-563,CUST-33157,69691.01,Qualification
2022-06-26,REP-136,CUST-79851,13846.54,Negotiation
2022-09-22,REP-677,CUST-15733,19616.41,Proposal
2022-04-03,REP-499,CUST-92776,30237.61,Closed Won
2022-09-12,REP-544,CUST-55583,76901.74,Closed Lost
2022-04-07,REP-594,CUST-16211,42335.75,Closed Won
2023-04-24,REP-937,CUST-37770,75753.68,Prospecting
2022-07-05,REP-501,CUST-10004,34290.18,Negotiation
2022-03-26,REP-794,CUST-61090,36934.43,Negotiation
2022-10-29,REP-211,CUST-41933,52238.03,Negotiation
2023-01-05,REP-395,CUST-77903,19077.54,Proposal
2022-04-26,REP-430,CUST-67023,4421.03,Prospecting
2023-03-09,REP-556,CUST-87780,17141.95,Prospecting
2022-07-05,REP-593,CUST-97981,4064.15,Proposal
2023-02-13,REP-214,CUST-93789,51985.77,Closed Lost
2022-06-22,REP-292,CUST-13446,83335.84,Negotiation
2022-07-25,REP-825,CUST-81185,28496.84,Closed Won
2022-07-26,REP-255,CUST-20422,11906.2,Proposal
2022-12-20,REP-675,CUST-20512,47784.42,Closed Lost
2023-01-10,REP-160,CUST-11021,14848.66,Closed Won
2023-01-28,REP-886,CUST-51109,74578.01,Prospecting
2022-08-08,REP-744,CUST-22225,81438.83,Closed Lost
2022-09-06,REP-878,CUST-50903,35345.18,Closed Lost
2023-04-27,REP-375,CUST-67499,40287.09,Proposal
2022-07-08,REP-970,CUST-14296,15791.23,Closed Lost
2022-02-10,REP-291,CUST-41098,57936.92,Prospecting
2022-07-31,REP-394,CUST-66357,26265.1,Negotiation
2022-09-09,REP-413,CUST-35622,40961.81,Closed Lost
2022-01-19,REP-482,CUST-36011,87414.88,Prospecting
2023-04-28,REP-465,CUST-89462,25240.0,Prospecting
2022-07-12,REP-337,CUST-29511,28273.03,Prospecting
2023-03-06,REP-344,CUST-20164,74409.24,Closed Lost
2023-01-16,REP-740,CUST-64021,13148.01,Qualification
2023-01-11,REP-260,CUST-56701,59570.09,Proposal
2022-11-24,REP-584,CUST-88419,46980.96,Prospecting
2022-11-30,REP-155,CUST-18088,86029.24,Closed Won
2023-02-18,REP-532,CUST-39660,71766.85,Negotiation
2023-02-19,REP-739,CUST-74635,74478.48,Proposal
2022-04-29,REP-198,CUST-19800,2992.29,Qualification
2022-07-24,REP-209,CUST-44406,42540.62,Qualification
2022-12-06,REP-298,CUST-53692,65016.44,Prospecting
2022-05-22,REP-282,CUST-30709,92952.38,Closed Lost
2022-09-15,REP-109,CUST-74451,20392.57,Closed Won
2023-03-08,REP-893,CUST-67943,60750.46,Negotiation
2022-01-10,REP-705,CUST-52027,7415.75,Proposal
2023-03-06,REP-831,CUST-18865,77815.29,Negotiation
2022-01-31,REP-744,CUST-99186,1533.86,Closed Lost
2022-12-24,REP-221,CUST-29165,46129.84,Negotiation
2022-10-31,REP-889,CUST-84945,52602.3,Negotiation
2022-10-14,REP-320,CUST-16059,98753.07,Proposal
2023-03-03,REP-773,CUST-16439,62140.66,Qualification
2022-12-12,REP-379,CUST-80664,22581.57,Prospecting
2022-05-05,REP-786,CUST-79800,96083.81,Proposal
2023-01-14,REP-431,CUST-43235,62916.43,Qualification
2022-09-11,REP-312,CUST-79425,2075.31,Closed Lost
2022-10-03,REP-842,CUST-64839,51699.69,Negotiation
2023-03-18,REP-939,CUST-63266,12673.96,Proposal
2022-06-16,REP-346,CUST-78551,50752.08,Qualification
2022-09-26,REP-565,CUST-71289,35430.34,Negotiation
2022-10-14,REP-834,CUST-61719,49002.95,Prospecting
2022-03-02,REP-356,CUST-56817,11019.12,Prospecting
2022-04-29,REP-397,CUST-55170,1121.05,Prospecting
2022-05-17,REP-737,CUST-28143,45473.66,Closed Lost
2023-03-22,REP-323,CUST-56549,27160.61,Proposal
2023-04-09,REP-610,CUST-29654,68810.01,Qualification
2023-03-08,REP-170,CUST-86627,90598.4,Closed Lost
2022-01-22,REP-644,CUST-60426,86217.83,Prospecting
2022-06-18,REP-886,CUST-47096,21807.96,Closed Won
2022-12-16,REP-645,CUST-29024,7239.6,Qualification
2022-02-12,REP-884,CUST-30428,85574.38,Closed Won
2022-09-01,REP-627,CUST-94334,40497.86,Closed Lost
2022-08-14,REP-733,CUST-53281,5787.88,Prospecting
2022-05-06,REP-253,CUST-20609,94321.12,Negotiation
2022-12-11,REP-932,CUST-52121,94075.95,Closed Lost
2023-04-27,REP-673,CUST-33806,95085.66,Proposal
2022-03-17,REP-334,CUST-49029,49612.89,Qualification
2022-02-28,REP-513,CUST-78970,62965.53,Prospecting
2022-10-02,REP-561,CUST-18463,87348.75,Closed Won
2022-10-03,REP-605,CUST-44354,83744.71,Proposal
2022-05-27,REP-615,CUST-82585,99751.96,Qualification
2022-01-26,REP-765,CUST-94085,85604.53,Negotiation
2023-01-04,REP-533,CUST-93182,55719.71,Closed Won
2023-04-06,REP-886,CUST-36627,96243.53,Closed Lost
2023-02-03,REP-246,CUST-64670,9747.26,Closed Won
2022-12-12,REP-662,CUST-16934,21299.79,Negotiation
2023-03-18,REP-229,CUST-51069,64756.24,Qualification
2022-07-14,REP-190,CUST-45379,57858.02,Closed Lost
2022-01-12,REP-232,CUST-50003,56578.5,Qualification
2023-01-15,REP-752,CUST-88701,40193.52,Qualification
2022-04-09,REP-198,CUST-92255,11657.39,Qualification
2022-11-13,REP-896,CUST-60468,51977.37,Closed Won
2022-07-12,REP-148,CUST-40944,78588.29,Closed Won
2023-04-01,REP-223,CUST-63414,95676.78,Negotiation
2022-10-24,REP-384,CUST-88661,59246.55,Proposal
2023-03-02,REP-970,CUST-34933,36666.59,Prospecting
2023-02-26,REP-557,CUST-21770,15839.65,Prospecting
2022-10-08,REP-165,CUST-44646,72664.99,Closed Lost
2022-07-07,REP-871,CUST-95286,30161.46,Proposal
2022-01-10,REP-732,CUST-51792,70415.26,Prospecting
2022-01-04,REP-303,CUST-48428,70605.29,Closed Won
2022-12-20,REP-158,CUST-75560,54775.27,Closed Lost
2023-02-27,REP-520,CUST-48402,73324.53,Closed Lost
2023-04-09,REP-402,CUST-27293,84534.09,Proposal
2022-04-07,REP-703,CUST-83364,20085.17,Proposal
2022-07-09,REP-143,CUST-11211,83062.41,Qualification
2022-10-11,REP-842,CUST-96897,58785.64,Proposal
2022-07-13,REP-984,CUST-48330,38085.33,Prospecting
2022-01-09,REP-129,CUST-57690,48669.46,Closed Lost
2023-03-03,REP-532,CUST-87138,40228.12,Closed Lost
2022-04-07,REP-551,CUST-60260,43967.35,Closed Lost
2022-02-20,REP-651,CUST-49794,86042.54,Closed Won
2022-06-27,REP-516,CUST-67955,64841.78,Proposal
2022-05-18,REP-648,CUST-82689,47953.12,Negotiation
2022-10-27,REP-467,CUST-42301,14251.51,Negotiation
2022-02-01,REP-805,CUST-39743,65210.89,Qualification
2022-06-03,REP-503,CUST-50196,49657.3,Negotiation
2022-09-19,REP-819,CUST-29000,28057.88,Prospecting
2022-02-07,REP-214,CUST-32739,42410.88,Qualification
2022-04-24,REP-376,CUST-51375,44386.05,Closed Lost
2022-08-22,REP-639,CUST-78667,98782.74,Closed Lost
2022-07-24,REP-103,CUST-60949,41095.88,Proposal
2023-01-03,REP-882,CUST-83734,82026.47,Prospecting
2022-06-13,REP-917,CUST-42700,74976.47,Proposal
2022-04-03,REP-373,CUST-64428,94496.39,Closed Lost
2023-04-08,REP-326,CUST-56396,16803.75,Negotiation
2022-06-08,REP-264,CUST-27458,52984.96,Negotiation
2022-03-05,REP-880,CUST-21735,35157.7,Closed Won
2022-12-07,REP-137,CUST-44195,62029.89,Proposal
2022-08-26,REP-790,CUST-13731,90103.91,Proposal
2022-03-18,REP-959,CUST-79855,20256.7,Prospecting
2022-05-22,REP-975,CUST-79566,28545.64,Qualification
2023-04-16,REP-873,CUST-25874,71870.0,Negotiation
2022-06-17,REP-259,CUST-20806,50223.28,Prospecting
2022-03-23,REP-833,CUST-62676,59803.27,Closed Won
2023-02-24,REP-983,CUST-20020,21469.69,Proposal
2023-02-08,REP-404,CUST-14991,95739.4,Qualification
2022-11-22,REP-401,CUST-47226,41038.13,Qualification
2022-12-13,REP-699,CUST-12550,81979.71,Negotiation
2022-04-20,REP-169,CUST-39413,8711.94,Qualification
2022-01-02,REP-475,CUST-68024,82032.72,Prospecting
2022-09-06,REP-161,CUST-15600,6594.35,Proposal
2022-04-01,REP-161,CUST-61553,62904.93,Closed Won
2022-01-12,REP-713,CUST-37857,53541.82,Negotiation
2022-05-12,REP-876,CUST-26715,47040.6,Prospecting
2023-03-01,REP-630,CUST-21830,95296.83,Prospecting
2022-08-17,REP-988,CUST-86214,22275.14,Closed Lost
2022-04-26,REP-898,CUST-73106,98829.97,Negotiation
